dates,deciduous_needleleaf_forest_mean,deciduous_needleleaf_forest_sd
2010-01-01,NA,NA
2010-01-09,NA,NA
2010-01-17,NA,NA
2010-01-25,NA,NA
2010-02-02,NA,NA
2010-02-10,NA,NA
2010-02-18,NA,NA
2010-02-26,NA,NA
2010-03-06,NA,NA
2010-03-14,NA,NA
2010-03-22,0,0
2010-03-30,NA,NA
2010-04-07,NA,NA
2010-04-15,0.00089,0.000421
2010-04-23,0.011362,0.002266
2010-05-01,0.003046,0.00049
2010-05-09,0.008219,0.001544
2010-05-17,0.02035,0.003151
2010-05-25,0.042812,0.004432
2010-06-02,0.044027,0.003343
2010-06-10,0.036965,0.003568
2010-06-18,0.059435,0.004722
2010-06-26,0.0556,0.005634
2010-07-04,0.060704,0.006416
2010-07-12,0.037326,0.007788
2010-07-20,0.030358,0.007598
2010-07-28,0.046627,0.0053
2010-08-05,0.042735,0.004261
2010-08-13,0.047642,0.004479
2010-08-21,0.013885,0.004863
2010-08-29,0.021154,0.001872
2010-09-06,0.012904,0.00172
2010-09-14,0.005515,0.001098
2010-09-22,0.000912,0.000738
2010-09-30,NA,NA
2010-10-08,NA,NA
2010-10-16,NA,NA
2010-10-24,NA,NA
2010-11-01,NA,NA
2010-11-09,NA,NA
2010-11-17,NA,NA
2010-11-25,NA,NA
2010-12-03,NA,NA
2010-12-11,NA,NA
2010-12-19,NA,NA
2010-12-27,NA,NA
2011-01-01,NA,NA
2011-01-09,NA,NA
2011-01-17,NA,NA
2011-01-25,NA,NA
2011-02-02,NA,NA
2011-02-10,NA,NA
2011-02-18,NA,NA
2011-02-26,NA,NA
2011-03-06,NA,NA
2011-03-14,NA,NA
2011-03-22,0,NA
2011-03-30,0,0
2011-04-07,NA,NA
2011-04-15,NA,NA
2011-04-23,NA,NA
2011-05-01,NA,NA
2011-05-09,NA,NA
2011-05-17,0.021958,0.005522
2011-05-25,0.036258,0.004988
2011-06-02,0.02715,0.002211
2011-06-10,0.032885,0.005637
2011-06-18,0.061731,0.005422
2011-06-26,0.061131,0.005544
2011-07-04,0.057131,0.00527
2011-07-12,0.048738,0.010133
2011-07-20,0.062135,0.005634
2011-07-28,0.055442,0.006632
2011-08-05,0.039785,0.003875
2011-08-13,0.028473,0.001969
2011-08-21,0.034142,0.003034
2011-08-29,0.020285,0.001497
2011-09-06,0.011654,0.001506
2011-09-14,0.005569,0.001437
2011-09-22,0.000838,0.000102
2011-09-30,NA,NA
2011-10-08,NA,NA
2011-10-16,NA,NA
2011-10-24,NA,NA
2011-11-01,NA,NA
2011-11-09,NA,NA
2011-11-17,NA,NA
2011-11-25,NA,NA
2011-12-03,NA,NA
2011-12-11,NA,NA
2011-12-19,NA,NA
2011-12-27,NA,NA
2012-01-01,NA,NA
2012-01-09,NA,NA
2012-01-17,NA,NA
2012-01-25,NA,NA
2012-02-02,NA,NA
2012-02-10,NA,NA
2012-02-18,NA,NA
2012-02-26,NA,NA
2012-03-05,NA,NA
2012-03-13,NA,NA
2012-03-21,NA,NA
2012-03-29,NA,NA
2012-04-06,NA,NA
2012-04-14,NA,NA
2012-04-22,NA,NA
2012-04-30,NA,NA
2012-05-08,NA,NA
2012-05-16,0.020562,0.004192
2012-05-24,0.029931,0.003529
2012-06-01,0.033327,0.004241
2012-06-09,0.061577,0.004875
2012-06-17,0.067965,0.006045
2012-06-25,0.071596,0.008002
2012-07-03,0.059235,0.007906
2012-07-11,0.052373,0.007439
2012-07-19,0.037735,0.014396
2012-07-27,0.056273,0.005396
2012-08-04,0.048423,0.004946
2012-08-12,0.042915,0.003564
2012-08-20,0.037708,0.004893
2012-08-28,0.015762,0.001889
2012-09-05,0.009608,0.001392
2012-09-13,0.010819,0.001383
2012-09-21,0.007742,0.000859
2012-09-29,NA,NA
2012-10-07,NA,NA
2012-10-15,NA,NA
2012-10-23,NA,NA
2012-10-31,NA,NA
2012-11-08,NA,NA
2012-11-16,NA,NA
2012-11-24,NA,NA
2012-12-02,NA,NA
2012-12-10,NA,NA
2012-12-18,NA,NA
2012-12-26,NA,NA
2013-01-01,NA,NA
2013-01-09,NA,NA
2013-01-17,NA,NA
2013-01-25,NA,NA
2013-02-02,NA,NA
2013-02-10,NA,NA
2013-02-18,NA,NA
2013-02-26,NA,NA
2013-03-06,NA,NA
2013-03-14,NA,NA
2013-03-22,NA,NA
2013-03-30,NA,NA
2013-04-07,NA,NA
2013-04-15,NA,NA
2013-04-23,NA,NA
2013-05-01,NA,NA
2013-05-09,NA,NA
2013-05-17,0.0016,NA
2013-05-25,0.02545,0.003809
2013-06-02,0.025415,0.003759
2013-06-10,0.039612,0.008227
2013-06-18,0.071038,0.007906
2013-06-26,0.0574,0.004983
2013-07-04,0.054858,0.009406
2013-07-12,0.050988,0.004946
2013-07-20,0.061054,0.005868
2013-07-28,0.049304,0.004812
2013-08-05,0.053742,0.004988
2013-08-13,0.015725,0.004034
2013-08-21,0.018823,0.001361
2013-08-29,0.016181,0.001357
2013-09-06,0.011235,0.001107
2013-09-14,0.00138,0.000477
2013-09-22,0.003077,0.000595
2013-09-30,NA,NA
2013-10-08,NA,NA
2013-10-16,NA,NA
2013-10-24,NA,NA
2013-11-01,NA,NA
2013-11-09,NA,NA
2013-11-17,NA,NA
2013-11-25,NA,NA
2013-12-03,NA,NA
2013-12-11,NA,NA
2013-12-19,NA,NA
2013-12-27,NA,NA
2014-01-01,NA,NA
2014-01-09,NA,NA
2014-01-17,NA,NA
2014-01-25,NA,NA
2014-02-02,NA,NA
2014-02-10,NA,NA
2014-02-18,NA,NA
2014-02-26,NA,NA
2014-03-06,NA,NA
2014-03-14,NA,NA
2014-03-22,NA,NA
2014-03-30,NA,NA
2014-04-07,NA,NA
2014-04-15,NA,NA
2014-04-23,6e-04,NA
2014-05-01,0.0022,0.000763
2014-05-09,0.01258,0.004353
2014-05-17,0.00317,0.001955
2014-05-25,0.020185,0.002839
2014-06-02,0.038796,0.003881
2014-06-10,0.046935,0.004892
2014-06-18,0.067073,0.005434
2014-06-26,0.072231,0.006876
2014-07-04,0.075808,0.006793
2014-07-12,0.067054,0.012171
2014-07-20,0.037383,0.008039
2014-07-28,0.029433,0.006971
2014-08-05,0.040577,0.003039
2014-08-13,0.033915,0.002934
2014-08-21,0.031942,0.002579
2014-08-29,0.0131,0.002451
2014-09-06,0.011381,0.001134
2014-09-14,0.001029,0.000107
2014-09-22,0.002864,0.000642
2014-09-30,NA,NA
2014-10-08,NA,NA
2014-10-16,NA,NA
2014-10-24,NA,NA
2014-11-01,NA,NA
2014-11-09,NA,NA
2014-11-17,NA,NA
2014-11-25,NA,NA
2014-12-03,NA,NA
2014-12-11,NA,NA
2014-12-19,NA,NA
2014-12-27,NA,NA
2015-01-01,NA,NA
2015-01-09,NA,NA
2015-01-17,NA,NA
2015-01-25,NA,NA
2015-02-02,NA,NA
2015-02-10,NA,NA
2015-02-18,NA,NA
2015-02-26,NA,NA
2015-03-06,NA,NA
2015-03-14,0,0
2015-03-22,NA,NA
2015-03-30,NA,NA
2015-04-07,NA,NA
2015-04-15,NA,NA
2015-04-23,6e-04,0
2015-05-01,6e-04,0.000141
2015-05-09,0.016027,0.003496
2015-05-17,0.040027,0.004756
2015-05-25,0.034985,0.003424
2015-06-02,0.025469,0.002566
2015-06-10,0.035277,0.006731
2015-06-18,0.068169,0.006577
2015-06-26,0.057392,0.00594
2015-07-04,0.043282,0.017553
2015-07-12,0.047656,0.013439
2015-07-20,0.016643,0.004497
2015-07-28,0.037692,0.008553
2015-08-05,0.03065,0.003554
2015-08-13,0.016119,0.00918
2015-08-21,0.020719,0.003147
2015-08-29,0.0021,0.000566
2015-09-06,0.008004,0.001535
2015-09-14,0.001192,0.000394
2015-09-22,0.001769,0.000635
2015-09-30,NA,NA
2015-10-08,NA,NA
2015-10-16,NA,NA
2015-10-24,NA,NA
2015-11-01,NA,NA
2015-11-09,NA,NA
2015-11-17,NA,NA
2015-11-25,NA,NA
2015-12-11,NA,NA
2016-01-01,NA,NA
2016-01-09,NA,NA
2016-01-17,NA,NA
2016-01-25,NA,NA
2016-02-02,NA,NA
2016-02-10,NA,NA
2016-02-18,NA,NA
2016-02-26,NA,NA
2016-03-05,NA,NA
2016-03-13,NA,NA
2016-03-21,0,0
2016-03-29,0,0
2016-04-06,NA,NA
2016-04-14,NA,NA
2016-04-22,9e-04,0.00037
2016-04-30,0.001275,5.5e-05
2016-05-08,0.022196,0.003848
2016-05-16,0.016512,0.003232
2016-05-24,0.022881,0.002817
2016-06-01,0.023915,0.002869
