dates,deciduous_needleleaf_forest_mean,deciduous_needleleaf_forest_sd
2010-01-01,NA,NA
2010-01-09,NA,NA
2010-01-17,NA,NA
2010-01-25,NA,NA
2010-02-02,NA,NA
2010-02-10,NA,NA
2010-02-18,NA,NA
2010-02-26,NA,NA
2010-03-06,NA,NA
2010-03-14,NA,NA
2010-03-22,NA,NA
2010-03-30,0,0
2010-04-07,NA,NA
2010-04-15,0.000807,0.000347
2010-04-23,0.010835,0.002357
2010-05-01,0.002458,0.000551
2010-05-09,0.006177,0.00124
2010-05-17,0.017877,0.00374
2010-05-25,0.03925,0.004843
2010-06-02,0.038319,0.003374
2010-06-10,0.032358,0.004395
2010-06-18,0.052354,0.004625
2010-06-26,0.049965,0.007558
2010-07-04,0.051115,0.00938
2010-07-12,0.035996,0.005157
2010-07-20,0.031823,0.008258
2010-07-28,0.040008,0.0084
2010-08-05,0.034396,0.006042
2010-08-13,0.041227,0.005407
2010-08-21,0.011604,0.005508
2010-08-29,0.017735,0.001915
2010-09-06,0.011585,0.001729
2010-09-14,0.004585,0.001003
2010-09-22,0.000469,0.000152
2010-09-30,NA,NA
2010-10-08,NA,NA
2010-10-16,NA,NA
2010-10-24,NA,NA
2010-11-01,NA,NA
2010-11-09,NA,NA
2010-11-17,NA,NA
2010-11-25,NA,NA
2010-12-03,NA,NA
2010-12-11,NA,NA
2010-12-19,NA,NA
2010-12-27,NA,NA
2011-01-01,NA,NA
2011-01-09,NA,NA
2011-01-17,NA,NA
2011-01-25,NA,NA
2011-02-02,NA,NA
2011-02-10,NA,NA
2011-02-18,NA,NA
2011-02-26,NA,NA
2011-03-06,NA,NA
2011-03-14,NA,NA
2011-03-22,NA,NA
2011-03-30,NA,NA
2011-04-07,NA,NA
2011-04-15,0,NA
2011-04-23,NA,NA
2011-05-01,NA,NA
2011-05-09,NA,NA
2011-05-17,0.024042,0.00514
2011-05-25,0.033154,0.004035
2011-06-02,0.025319,0.002467
2011-06-10,0.028,0.003039
2011-06-18,0.052704,0.007778
2011-06-26,0.054542,0.006519
2011-07-04,0.049958,0.007129
2011-07-12,0.043027,0.008652
2011-07-20,0.049419,0.009804
2011-07-28,0.042273,0.01139
2011-08-05,0.031138,0.005125
2011-08-13,0.022596,0.002841
2011-08-21,0.029165,0.003276
2011-08-29,0.017092,0.002161
2011-09-06,0.010623,0.001818
2011-09-14,0.005431,0.001071
2011-09-22,0.001533,0.000657
2011-09-30,NA,NA
2011-10-08,NA,NA
2011-10-16,NA,NA
2011-10-24,NA,NA
2011-11-01,NA,NA
2011-11-09,NA,NA
2011-11-17,NA,NA
2011-11-25,NA,NA
2011-12-03,NA,NA
2011-12-11,NA,NA
2011-12-19,NA,NA
2011-12-27,NA,NA
2012-01-01,NA,NA
2012-01-09,NA,NA
2012-01-17,NA,NA
2012-01-25,NA,NA
2012-02-02,NA,NA
2012-02-10,NA,NA
2012-02-18,NA,NA
2012-02-26,NA,NA
2012-03-05,NA,NA
2012-03-13,NA,NA
2012-03-21,NA,NA
2012-03-29,NA,NA
2012-04-06,NA,NA
2012-04-14,NA,NA
2012-04-22,NA,NA
2012-04-30,NA,NA
2012-05-08,NA,NA
2012-05-16,0.019688,0.003852
2012-05-24,0.026669,0.004071
2012-06-01,0.029392,0.005353
2012-06-09,0.052796,0.005409
2012-06-17,0.054423,0.00911
2012-06-25,0.056965,0.012845
2012-07-03,0.044069,0.014237
2012-07-11,0.045704,0.009794
2012-07-19,0.037669,0.013014
2012-07-27,0.043546,0.01203
2012-08-04,0.038242,0.008502
2012-08-12,0.035123,0.005157
2012-08-20,0.032804,0.005051
2012-08-28,0.015412,0.002783
2012-09-05,0.009485,0.001248
2012-09-13,0.009108,0.00158
2012-09-21,0.005777,0.001161
2012-09-29,NA,NA
2012-10-07,NA,NA
2012-10-15,NA,NA
2012-10-23,NA,NA
2012-10-31,NA,NA
2012-11-08,NA,NA
2012-11-16,NA,NA
2012-11-24,NA,NA
2012-12-02,NA,NA
2012-12-10,NA,NA
2012-12-18,NA,NA
2012-12-26,NA,NA
2013-01-01,NA,NA
2013-01-09,NA,NA
2013-01-17,NA,NA
2013-01-25,NA,NA
2013-02-02,NA,NA
2013-02-10,NA,NA
2013-02-18,NA,NA
2013-02-26,NA,NA
2013-03-06,NA,NA
2013-03-14,NA,NA
2013-03-22,0,0
2013-03-30,NA,NA
2013-04-07,NA,NA
2013-04-15,NA,NA
2013-04-23,NA,NA
2013-05-01,NA,NA
2013-05-09,NA,NA
2013-05-17,NA,NA
2013-05-25,0.024969,0.004194
2013-06-02,0.023927,0.005051
2013-06-10,0.038938,0.004784
2013-06-18,0.059012,0.009505
2013-06-26,0.048923,0.010989
2013-07-04,0.045581,0.009874
2013-07-12,0.043169,0.006377
2013-07-20,0.047785,0.007958
2013-07-28,0.038508,0.007648
2013-08-05,0.040988,0.010581
2013-08-13,0.017619,0.007772
2013-08-21,0.017792,0.00221
2013-08-29,0.012323,0.00158
2013-09-06,0.009358,0.001353
2013-09-14,0.001107,0.000442
2013-09-22,0.002469,0.000684
2013-09-30,NA,NA
2013-10-08,NA,NA
2013-10-16,NA,NA
2013-10-24,NA,NA
2013-11-01,NA,NA
2013-11-09,NA,NA
2013-11-17,NA,NA
2013-11-25,NA,NA
2013-12-03,NA,NA
2013-12-11,NA,NA
2013-12-19,NA,NA
2013-12-27,NA,NA
2014-01-01,NA,NA
2014-01-09,NA,NA
2014-01-17,NA,NA
2014-01-25,NA,NA
2014-02-02,NA,NA
2014-02-10,NA,NA
2014-02-18,NA,NA
2014-02-26,NA,NA
2014-03-06,NA,NA
2014-03-14,NA,NA
2014-03-22,NA,NA
2014-03-30,NA,NA
2014-04-07,NA,NA
2014-04-15,NA,NA
2014-04-23,4e-04,NA
2014-05-01,0.002192,0.00078
2014-05-09,0.010877,0.003201
2014-05-17,0.002045,0.000484
2014-05-25,0.020135,0.00312
2014-06-02,0.034638,0.00283
2014-06-10,0.041046,0.004968
2014-06-18,0.055973,0.008283
2014-06-26,0.057388,0.011736
2014-07-04,0.066396,0.010302
2014-07-12,0.054708,0.009752
2014-07-20,0.030635,0.007388
2014-07-28,0.023931,0.002596
2014-08-05,0.035573,0.00426
2014-08-13,0.031596,0.004301
2014-08-21,0.025385,0.003431
2014-08-29,0.010869,0.001404
2014-09-06,0.009373,0.001409
2014-09-14,0.001,NA
2014-09-22,0.002312,0.000528
2014-09-30,NA,NA
2014-10-08,NA,NA
2014-10-16,NA,NA
2014-10-24,NA,NA
2014-11-01,NA,NA
2014-11-09,NA,NA
2014-11-17,NA,NA
2014-11-25,NA,NA
2014-12-03,NA,NA
2014-12-11,NA,NA
2014-12-19,NA,NA
2014-12-27,NA,NA
2015-01-01,NA,NA
2015-01-09,NA,NA
2015-01-17,NA,NA
2015-01-25,NA,NA
2015-02-02,NA,NA
2015-02-10,NA,NA
2015-02-18,NA,NA
2015-02-26,NA,NA
2015-03-06,NA,NA
2015-03-14,NA,NA
2015-03-22,NA,NA
2015-03-30,0,NA
2015-04-07,NA,NA
2015-04-15,NA,NA
2015-04-23,NA,NA
2015-05-01,0.000571,0.000189
2015-05-09,0.01545,0.003247
2015-05-17,0.035404,0.004639
2015-05-25,0.030588,0.005667
2015-06-02,0.022823,0.00276
2015-06-10,0.033165,0.005355
2015-06-18,0.055323,0.007977
2015-06-26,0.043804,0.013417
2015-07-04,0.039159,0.013129
2015-07-12,0.039841,0.010519
2015-07-20,0.012592,0.007218
2015-07-28,0.018312,0.010154
2015-08-05,0.027531,0.003325
2015-08-13,0.01582,0.009377
2015-08-21,0.018288,0.002808
2015-08-29,0.001558,0.000395
2015-09-06,0.006904,0.001122
2015-09-14,0.001465,0.000273
2015-09-22,0.00185,0.000424
2015-09-30,NA,NA
2015-10-08,NA,NA
2015-10-16,NA,NA
2015-10-24,NA,NA
2015-11-01,NA,NA
2015-11-09,NA,NA
2015-11-17,NA,NA
2015-11-25,NA,NA
2015-12-03,NA,NA
2015-12-11,NA,NA
2015-12-19,NA,NA
2015-12-27,NA,NA
2016-01-01,NA,NA
2016-01-09,NA,NA
2016-01-17,NA,NA
2016-01-25,NA,NA
2016-02-02,NA,NA
2016-02-10,NA,NA
2016-02-18,NA,NA
2016-02-26,NA,NA
2016-03-05,NA,NA
2016-03-13,0,NA
2016-03-21,0,0
2016-03-29,0,0
2016-04-06,NA,NA
2016-04-14,0,0
2016-04-22,7e-04,0
2016-04-30,0.0012,0
2016-05-08,0.020154,0.003634
2016-05-16,0.015823,0.002347
2016-05-24,0.020777,0.002372
